"List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"1-509701431              SHRI.JAYWANTRAO BHOSALE POLYTECHNIC                                        Maharashtra   SANGLI              KARAD"
"1-10993511               BHARATI VIDYAPEETH COLLEGE OF PHARMACY, KOLHAPUR                           Maharashtra   KOLHAPUR            KOLHAPUR"
"1-427016251              MES'S RAJARAM SHINDE INSTITUTE OF ENGGINEERING AND TECHNOLOGY              Maharashtra   RATNAGIRI           CHIPLUN"
"1-503347763              COLLEGE OF MILITARY ENGINEERING                                            Maharashtra   PUNE                PUNE"
"1-2942871                SF'S SANDIP INSTITUTE OF TECHNOLOGY AND RESEARCH CENTRE                    Maharashtra   NASHIK              MAHIRAVANI"
"1-6609371                HIRACHAND NEMCHAND COLLEGE OF COMMERCE                                     Maharashtra   SOLAPUR             SOLAPUR"
"1-4746394                SANJAY EDUCATION SOCIETY'S COLLEGE OF ENGINEERING                          Maharashtra   DHULE               DHULE"
"1-513460971              RAJARSHEE SHAHU MAHARAJ POLYTECHNIC KOTHARI (CHI.) TQ.KINWAT DIST.NANDED. Maharashtra    NANDED              KINWAT"
"1-7711233                PRES'S COLLEGE OF PHARMACY (FOR WOMEN)                                     Maharashtra   NASHIK              NASHIK"
"1-467821741              VIVA COLLEGE OF DIPLOMA ENGINEERING AND TECHNOLOGY                         Maharashtra   THANE               VIRAR"
"1-459066431              LATE HON DASHARATHSETH RAOJI KAKADE RURAL INSTITUTE OF ENGINEERING & TECHNOLOGY"
"Maharashtra   PUNE                PIMPALWADI"
"1-434161951              RMP'S BHALCHANDRA POLYTECHNIC,PUNE                                         Maharashtra   PUNE                PUNE"
"1-8718443                ST. VINCENT PALLOTTI COLLEGE OF ENGG. & TECHNOLOGY, NAGPUR                 Maharashtra   NAGPUR              NAGPUR"
"1-8816651                NKSPT'S INSTITUTE OF MANAGEMENT                                            Maharashtra   JALNA               BADNAPUR"
"1-461494531              GOVT.POLYTECHNIC KOPPAL                                                    Karnataka     KOPPAL              KOPPAL"
"1-4702181                VIDYA ACADEMY OF SCIENCE & TECHNOLOGY                                      Kerala        THRISSUR            THRISSUR"
"1-430194581              ANJUMAN-E-ISLAM POLYTECHNIC GADAG                                          Karnataka     GADAG               GADAG"
"1-2066931                ISBR BUSINESS SCHOOL                                                       Karnataka     BANGALORE URBAN     BANGALORE"
"1-1457037931             ELECTRONIC TRAINING INSTITUTE                                              Karnataka     BANGALORE URBAN     BANGALORE"
"1-485203981              GOVT PLOYTECHNIC COLLEGE                                                   Kerala        IDUKKI              NEDUMKANDAM"
"1-17537411               BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY, DAVANGERE (MBA)              Karnataka     DAVANAGERE          DAVANGERE"
"1-3340841                SRI VENKATESHWARA COLLEGE OF ENGINEERING                                   Karnataka     BANGALORE URBAN     BENGALURU"
"1-430286451              SMT.SHANTABAI PATIL INSTITUTE OF DIPLOMA IN PHARAMACY                      Maharashtra   NAGPUR              KAMPTEE"
"1-8033533                MAHARASHTRA COLLEGE OF ENGINEERING, NILANGA                                Maharashtra   LATUR               NILANGA"
"1-10377141               MGM'S INSTITUTE OF MANAGEMENT                                              Maharashtra   AURANGABAD          AURANGABAD"
"1-6029771                SARASWATI COLLEGE                                                          Maharashtra   BULDHANA            SHEGAON"
"1-8012851                HASHMATRAI & GANGARAM HIMATHMAL MANSUKHANI INSTITUTE OF MANAGEMENT Maharashtra           THANE               ULHASNAGAR"
"1-474069551              PHOENIX INSTITUTE OF TECHNOLOGY                                            Maharashtra   LATUR               LODGA"
"1-6746931                G.H.RAISONI SCHOOL OF BUSINESS MANAGEMENT                                  Maharashtra   NAGPUR              NAGPUR"
"1-475800583              BHAGWANT INSTITUTE OF TECHNOLOGY                                           Maharashtra   SOLAPUR             BARSHI"
"1-6349431                SABITA DEVI EDUCATION TRUST - BRAINWARE GROUP OF INSTITUTIONS              West Bengal   NORTH 24 PARGANAS   KOLKATA"
"1-21637982               SWAYAM SIDDHI MITRA SANGH""S COLLEGE OF MANAGEMENT AND RESEARCH             Maharashtra   THANE               BHIWANDI"
"1-513329321              S.C.B.MEDICAL COLLEGE                                                      Odisha        CUTTACK             CUTTACK"
"1-8839031                HI-TECH COLLEGE OF ENGINEERING                                             Odisha        KHORDHA             BHUBANESWAR"
"1-815687181              SWAMI VIVEKANANDA SCHOOL OF DIPLOMA                                        West Bengal   BARDHAMAN           DURGAPUR"
"1-2489028601             INSTITUTE OF BUSINESS MANAGEMENT                                           Odisha        KHORDHA             BHUBANESWAR"
"                                           List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                            STATE         DISTRICT               CITY"
"1-7039191                ASTHA SCHOOL OF MANAGEMENT                                                Odisha        KHORDHA                BHUBANESWAR"
"1-483647721              ORISSA SCHOOL OF MINING ENGINEERING, KEONJHAR(DEGREE STREAM)              Odisha        KENDUJHAR (KEONJHAR)   KEONJHAR"
"1-508861131              CENTRAL INSTITUTE OF TECHNOLOGY                                           Assam         KOKRAJHAR              KOKRAJHAR"
"1-467963733              CENTRE FOR BIOINFORMATICS                                                 Jharkhand     RANCHI                 RANCHI"
"1-465029841              SAI INSTITUTE OF TECHNOLOGICAL SCIENCE                                    Odisha        CUTTACK                CHOUDWAR"
"1-430985441              K. K. POLYTECHNIC                                                         Jharkhand     DHANBAD                DHANBAD"
"1-6782811                DRIEMS BUSINESS SCHOOL                                                    Odisha        CUTTACK                CUTTACK"
"1-12915271               ASIAN WORKERS DEVELOPMENT INSTITUTE (AWDI)                                Odisha        SUNDERGARH             ROURKELA"
"1-465544951              BENGAL INSTITUTE OF POLYTECHNIC                                           West Bengal   BIRBHUM                SAGAR"
"1-9639011                KALAM INSTITUTE OF TECHNOLOGY                                             Odisha        GANJAM                 BERHAMPUR"
"1-484188181              SILIGURI GOVERNMENT POLYTECHNIC                                           West Bengal   DARJEELING             SILIGURI"
"1-17346571               MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY                             Tamil Nadu    CHENNAI                CHENNAI"
"1-273386441              T.J. INSTITUTE OF TECHNOLOGY                                              Tamil Nadu    CHENNAI                CHENNAI"
"1-5045181                KTVR KNOWLEDGE PARK FOR ENGINEERING & TECHNOLOGY                          Tamil Nadu    COIMBATORE             COIMBATORE"
"1-10688251               MAILAM ENGINEERING COLLEGE                                                Tamil Nadu    VILUPPURAM             VILLUPURAM"
"1-6602056                SENGAMALA THAYAAR EDUCATIONAL TRUST WOMEN'S COLLEGE                       Tamil Nadu    THIRUVARUR             SUNDARAKKOTTAI"
"1-1433116641             KAMARAJAR POLYTECHNIC COLLEGE                                             Tamil Nadu    CUDDALORE              CHIDAMBARAM"
"1-422426931              THE RAJAAS ENGINEERING COLLEGE (MBA)                                      Tamil Nadu    TIRUNELVELI            VADAKKANGULAM"
"1-431277511              A.R.J POLYTECHNIC COLLEGE                                                 Tamil Nadu    THIRUVARUR             MANNARGUDI"
"1-425600713              SRI JAY MARUTHI POLYTECHNIC COLLEGE                                       Tamil Nadu    SALEM                  ATTUR"
"1-8102521                CHENDU COLLEGE OF ENGINEERING AND TECHNOLOGY                              Tamil Nadu    KANCHIPURAM            MADURANTAKAM"
"1-706724951              POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY                          Tamil Nadu    COIMBATORE             POLLACHI"
"1-4211511                SRINIVASAN ENGINEERING COLLEGE                                            Tamil Nadu    PERAMBALUR             PERAMBALUR"
"1-5914631                SOPHITORIUM ENGINEERING COLLEGE                                           Odisha        KHORDHA                KHURDA, BHUBANESWAR"
"1-5354821                CAPITAL INSTITUTE OF MANAGEMENT AND SCIENCE                               Odisha        KHORDHA                BHUBANESWAR"
"1-517869531              BENGAL ENGINEERING AND SCIENCE UNIVERSITY, SHIBPUR                        West Bengal   HOWRAH                 SHIBPUR"
"1-4605084                ST. THOMAS' COLLEGE OF ENGINEERING & TECHNOLOGY                           West Bengal   KOLKATA                KOLKATA"
"1-21889521               ORISSA ENGINEERING COLLEGE                                                Odisha        KHORDHA                BHUBANESWAR"
"1-7412362                SILICON INSTITUTE OF TECHNOLOGY                                           Odisha        KHORDHA                BHUBANESWAR"
"1-13352801               TECHNO INDIA (STAND ALONE MCA)                                            West Bengal   NORTH 24 PARGANAS      KOLKATA"
"1-11128101               KUSHAGRA INSTITUTE OF INFORMATION & MANAGEMENT SCIENCE                    Odisha        CUTTACK                CUTTACK"
"1-449844601              NIBEDITA INSTITUTE OF TECHNOLOGY                                          West Bengal   MURSHIDABAD            NARASINGHAPUR"
"1-4447361                PADMASHREE KRUTARTHA ACHARYA COLLEGE OF ENGINEERING,BARGARH               Odisha        BARGARH                BARGARH"
"1-5150099                BENGAL INSTITUTE OF TECHNOLOGY(MCA)                                       West Bengal   KOLKATA                KOLKATA"
"1-20399151               NETAJI SUBHASH ENGINEERING COLLEGE                                        West Bengal   KOLKATA                KOLKATA"
"1-7973013                RAMGOVIND INSTITUTE OF TECHNOLOGY                                         Jharkhand     KODERMA                KODARMA"
"1-6081478                BHADRAK INSTITUTE OF ENGINEERING & TECHNOLOGY, BARAPADA, BHADRAK          Odisha        BHADRAK                BHADRAK"
"1-467939061              INDUS SCHOOL OF ENGINEERING                                               Odisha        KHORDHA                BHUBANESWAR"
"1-25756281               PAILAN COLLEGE OF MANAGEMENT & TECHNOLOGY[B.TECH DIVISION]                West Bengal   SOUTH 24 PARGANAS      KOLKATA"
"1-467500601              GOBINDAPUR SEPHALI MEMORIAL POLYTECHNIC                                   West Bengal   BARDHAMAN              GOBINDAPUR"
"1-466794921              HARASANKAR BHATTACHAARYA INSTITUTE OF TECHNOLOGY & MINING                 West Bengal   BARDHAMAN              RANIGANJ"
"1-474733671              GOVERNMENT TOOL ROOM AND TRAINING CENTRE                                  Jharkhand     DUMKA                  JARDAHA"
"1-4190526                BIJU PATNAIK INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT STUDIES   Odisha        KHORDHA                BHUBANESWAR"
"1-463422591              DR. MEGHNAD SAHA INSTITUTE OF TECHNOLOGY, HALDIA                          West Bengal   PURBA MEDINIPUR        HALDIA"
"1-17735201               PAILAN COLLEGE OF MANAGEMENT & TECHNOLOGY [MCA DIVISION]                  West Bengal   KOLKATA                KOLKATA"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                  STATE         DISTRICT            CITY"
"1-475184201              INTERNATIONAL MANAGEMENT INSTITUTE, KOLKATA                     West Bengal   SOUTH 24 PARGANAS   KOLKATA"
